               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 106,            0.098415,            0.048874,                   0,             0.66468,             0.29759,             0.47262,             0.28649,             0.13741,            0.036551,                   0,            0.007543,            0.007543,            0.007543
                 107,            0.099775,            0.053719,                   0,             0.62761,             0.32331,             0.46618,             0.28024,             0.13604,            0.040092,                   0,           0.0075009,           0.0075009,           0.0075009
                 108,             0.10021,             0.05225,                   0,             0.69634,             0.27285,             0.47446,             0.29261,             0.13717,            0.035856,                   0,           0.0074585,           0.0074585,           0.0074585
                 109,            0.098734,            0.050958,                   0,             0.62458,             0.32298,             0.46619,             0.27974,              0.1373,            0.038324,                   0,            0.007416,            0.007416,            0.007416
                 110,            0.099663,            0.052393,                   0,             0.68071,             0.28485,             0.47588,              0.2893,              0.1367,            0.036984,                   0,           0.0073733,           0.0073733,           0.0073733
                 111,            0.098022,            0.046571,                   0,             0.64325,             0.31797,              0.4693,             0.28132,             0.13752,            0.037781,                   0,           0.0073303,           0.0073303,           0.0073303
                 112,            0.098151,            0.050975,                   0,             0.65792,             0.29886,             0.47014,             0.28604,             0.13757,             0.03761,                   0,           0.0072872,           0.0072872,           0.0072872
                 113,             0.10035,            0.054732,                   0,             0.67375,             0.30334,              0.4794,             0.29103,              0.1365,            0.037936,                   0,           0.0072438,           0.0072438,           0.0072438
                 114,            0.097732,            0.052296,                   0,             0.66778,             0.31193,              0.4834,             0.29304,             0.13722,            0.037165,                   0,           0.0072003,           0.0072003,           0.0072003
                 115,            0.098319,            0.054284,                   0,             0.66974,             0.29886,             0.47636,             0.28921,              0.1359,            0.038126,                   0,           0.0071566,           0.0071566,           0.0071566
                 116,            0.099006,            0.046993,                   0,             0.65231,             0.31419,             0.47584,             0.28783,             0.13714,            0.037549,                   0,           0.0071127,           0.0071127,           0.0071127
                 117,            0.097816,            0.046499,                   0,             0.65542,             0.31205,             0.47843,              0.2888,             0.13745,            0.037483,                   0,           0.0070686,           0.0070686,           0.0070686
                 118,            0.098689,            0.048868,                   0,             0.66253,             0.31378,             0.47724,             0.28954,             0.13663,            0.038515,                   0,           0.0070243,           0.0070243,           0.0070243
                 119,            0.097773,            0.048228,                   0,             0.66007,             0.31513,             0.47946,             0.29283,             0.13692,            0.038489,                   0,           0.0069799,           0.0069799,           0.0069799
                 120,            0.098153,             0.05213,                   0,             0.64348,             0.32458,             0.47789,             0.28838,             0.13691,            0.038323,                   0,           0.0069353,           0.0069353,           0.0069353
                 121,             0.09859,            0.051582,                   0,             0.66346,              0.3065,             0.47821,             0.29025,             0.13688,            0.038476,                   0,           0.0068906,           0.0068906,           0.0068906
                 122,            0.097889,             0.05032,                   0,             0.68781,             0.30116,             0.48854,             0.29785,             0.13669,            0.037365,                   0,           0.0068457,           0.0068457,           0.0068457
                 123,             0.09806,            0.049119,                   0,              0.6849,             0.29327,             0.48329,             0.29444,             0.13602,            0.038454,                   0,           0.0068006,           0.0068006,           0.0068006
                 124,            0.098929,            0.051567,                   0,             0.64625,             0.32988,             0.47997,             0.28948,             0.13716,            0.038751,                   0,           0.0067555,           0.0067555,           0.0067555
                 125,            0.098941,            0.052068,                   0,             0.65782,             0.32162,             0.48366,             0.29174,              0.1369,            0.038825,                   0,           0.0067101,           0.0067101,           0.0067101
                 126,            0.097731,            0.055262,                   0,             0.65704,             0.31045,             0.47344,             0.28686,             0.13692,            0.037619,                   0,           0.0066647,           0.0066647,           0.0066647
                 127,            0.098666,            0.054603,                   0,             0.64212,             0.33321,             0.47635,              0.2885,              0.1366,            0.039509,                   0,           0.0066191,           0.0066191,           0.0066191
                 128,            0.099041,            0.052835,                   0,             0.68358,              0.3056,             0.48796,             0.29738,             0.13719,            0.037419,                   0,           0.0065734,           0.0065734,           0.0065734
                 129,             0.09796,            0.052376,                   0,             0.63431,             0.33958,             0.47749,             0.28651,             0.13721,            0.039568,                   0,           0.0065276,           0.0065276,           0.0065276
                 130,            0.097931,            0.051325,                   0,             0.63673,             0.32881,             0.47512,             0.28728,             0.13705,             0.03831,                   0,           0.0064816,           0.0064816,           0.0064816
                 131,            0.098538,            0.051323,                   0,             0.65467,             0.32199,             0.48122,             0.29276,             0.13688,            0.038333,                   0,           0.0064356,           0.0064356,           0.0064356
                 132,             0.09866,            0.052486,                   0,             0.67117,             0.31028,               0.484,             0.29443,             0.13698,            0.038041,                   0,           0.0063895,           0.0063895,           0.0063895
                 133,             0.09874,            0.052092,                   0,             0.63311,             0.33769,             0.47844,             0.28844,             0.13684,            0.038877,                   0,           0.0063432,           0.0063432,           0.0063432
                 134,            0.097826,            0.051379,                   0,              0.6371,             0.33403,             0.47737,             0.28886,             0.13694,            0.038945,                   0,           0.0062969,           0.0062969,           0.0062969
                 135,            0.097402,             0.04965,                   0,             0.65954,             0.32943,             0.48678,              0.2961,             0.13709,            0.038382,                   0,           0.0062505,           0.0062505,           0.0062505
                 136,            0.098005,            0.050097,                   0,              0.6609,             0.32783,             0.48891,             0.29741,              0.1366,            0.038978,                   0,            0.006204,            0.006204,            0.006204
                 137,            0.098881,            0.051384,                   0,             0.65474,             0.33395,             0.48832,             0.29735,              0.1363,             0.03964,                   0,           0.0061574,           0.0061574,           0.0061574
                 138,            0.098034,             0.05085,                   0,             0.66044,             0.32532,             0.48554,             0.29588,             0.13672,            0.038953,                   0,           0.0061107,           0.0061107,           0.0061107
                 139,            0.098355,            0.049994,                   0,             0.63388,             0.33761,             0.47722,             0.28851,             0.13762,            0.038752,                   0,            0.006064,            0.006064,            0.006064
                 140,            0.097714,            0.050897,                   0,              0.6779,             0.31649,             0.48947,             0.29874,             0.13659,            0.038311,                   0,           0.0060172,           0.0060172,           0.0060172
                 141,            0.097399,            0.050406,                   0,             0.63701,             0.33658,             0.47868,             0.28837,              0.1369,            0.039113,                   0,           0.0059704,           0.0059704,           0.0059704
                 142,            0.096671,            0.050279,                   0,             0.66002,             0.32224,             0.48479,             0.29456,             0.13693,            0.038497,                   0,           0.0059235,           0.0059235,           0.0059235
                 143,            0.096919,            0.047069,                   0,             0.64061,             0.33909,             0.48345,             0.29377,             0.13755,            0.038788,                   0,           0.0058766,           0.0058766,           0.0058766
                 144,            0.097158,            0.048263,                   0,             0.67434,             0.32158,             0.48968,             0.29685,             0.13666,            0.038625,                   0,           0.0058296,           0.0058296,           0.0058296
                 145,             0.09696,            0.050562,                   0,             0.67623,             0.30704,             0.48448,             0.29581,             0.13717,             0.03763,                   0,           0.0057826,           0.0057826,           0.0057826
